Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
Gene7368	4	21	14	11	6	114	77	83	110	72
Gene7369	0	0	1	0	0	0	0	2	0	0
Gene7370	111	48	43	100	18	113	49	228	116	153
Gene7371	7	1	14	13	5	9	10	7	13	7
Gene7372	566	497	343	465	63	451	792	888	1397	672
Gene7373	1	12	1	1	0	1	1	4	0	4
Gene7374	246	198	106	41	27	1357	971	682	1450	430
Gene7375	166	59	112	84	15	188	40	167	134	263
Gene7376	20	23	10	8	0	78	66	123	93	76
Gene7377	9	15	1	3	3	20	1	16	13	0
Gene7378	0	0	0	0	0	0	2	4	5	0
Gene7379	28	32	16	54	4	97	262	362	113	166
Gene7380	46	68	112	49	7	24	24	18	16	24
Gene7381	21	27	5	6	4	2	0	8	0	0
Gene7382	2	19	5	15	0	17	11	15	18	0
Gene7383	13	7	0	2	0	5	8	10	3	11
Gene7384	44	37	28	45	20	9	13	17	19	8
Gene7385	30	11	29	44	6	12	30	44	75	22
Gene7386	0	1	8	0	0	0	1	0	0	0
Gene7387	291	395	224	166	46	380	430	254	474	563
Gene7388	7	1	12	7	0	3	5	3	2	2
Gene7389	2	0	2	0	0	4	18	18	4	5
Gene7390	11	4	19	2	2	11	22	10	5	12
Gene7391	123	76	50	31	18	290	202	208	288	133
Gene7392	209	90	87	99	19	63	30	43	28	19
Gene7393	30	3	14	31	2	70	324	256	352	226
Gene7394	48	55	72	23	2	44	66	83	105	34
Gene7395	16	33	14	16	0	6	9	0	10	1
Gene7396	92	116	61	57	5	109	142	28	320	38
Gene7397	53	43	54	47	11	86	59	142	61	28
Gene7398	9	3	9	1	0	8	56	23	66	9
Gene7399	36	14	11	14	5	0	0	11	4	12
Gene7400	8	3	10	6	0	41	19	16	32	26
Gene7401	38	43	8	21	19	40	20	67	92	47
Gene7402	7	3	4	4	0	0	6	1	3	3
Gene7403	5	4	2	32	8	4	6	8	1	5
Gene7404	110	177	143	285	15	351	387	445	523	451
Gene7405	0	1	3	0	0	0	2	0	0	0
Gene7406	0	4	1	0	0	0	0	1	0	3
Gene7407	16	76	12	19	0	27	7	10	29	8
Gene7408	50	41	21	46	5	46	40	49	34	51
Gene7409	399	359	393	177	32	135	118	223	168	261
Gene7410	18	6	17	8	7	20	7	14	5	30
Gene7411	80	116	74	58	26	21	17	40	12	25
Gene7412	2	9	3	2	0	2	1	0	2	2
Gene7413	0	18	1	0	0	3	3	2	1	5
Gene7414	2	3	5	6	0	0	0	30	2	3
Gene7415	111	52	34	33	9	593	291	1073	657	464
Gene7416	9	6	16	0	3	0	2	1	6	2
Gene7417	142	286	121	218	67	121	57	98	100	97
Gene7418	52	66	64	57	2	254	324	461	269	163
Gene7419	18	3	17	5	0	13	22	28	60	31
Gene7420	62	95	45	58	6	13	11	16	9	4
Gene7421	56	135	84	48	29	364	128	461	114	248
Gene7422	1	29	2	1	0	1	1	2	0	0
Gene7423	187	108	85	76	28	19	24	26	74	31
Gene7424	42	21	3	5	0	11	3	5	4	13
Gene7425	25	37	75	18	7	93	134	270	180	307
Gene7426	46	113	136	49	2	99	47	224	140	101
Gene7427	9	13	10	6	3	2	6	8	12	9
Gene7428	36	5	12	15	0	115	59	101	73	105
Gene7429	13	10	43	3	10	23	7	26	15	34
Gene7430	5	0	5	1	2	0	2	1	2	0
Gene7431	2	8	8	2	7	47	21	31	21	60
Gene7432	8	31	35	17	0	37	7	18	8	7
Gene7433	250	425	452	115	19	201	203	200	327	150
Gene7434	41	29	66	36	14	217	345	340	218	240
Gene7435	118	152	133	59	29	69	126	156	138	30
Gene7436	56	5	21	16	4	24	25	18	31	38
Gene7437	14	22	27	22	6	187	60	124	218	43
Gene7438	46	27	59	37	5	2	1	3	3	8
Gene7439	7	2	1	1	6	1	0	0	0	0
Gene7440	8	12	13	13	0	4	5	5	5	2
Gene7441	4	7	2	4	3	9	27	0	41	10
Gene7442	81	47	83	69	15	25	45	20	50	42
Gene7443	0	0	0	0	0	1	0	1	3	0
Gene7444	37	50	11	51	7	68	100	100	98	78
Gene7445	0	1	2	1	0	1	0	2	0	12
Gene7446	2304	1365	939	1299	174	302	818	611	957	533
Gene7447	2	3	23	3	0	4	5	3	4	6
Gene7448	112	73	70	52	2	149	95	173	418	217
Gene7449	22	6	5	38	6	19	18	14	16	12
Gene7450	28	68	34	28	14	17	6	10	5	7
Gene7451	209	105	260	36	37	184	154	434	307	481
Gene7452	1	0	2	1	0	0	0	0	0	0
Gene7453	1	14	6	18	2	18	14	4	17	9
Gene7454	78	86	28	53	9	9	39	25	33	54
Gene7455	133	199	164	152	46	441	441	512	313	656
Gene7456	43	8	15	5	7	166	113	499	196	64
Gene7457	0	0	0	0	0	0	2	0	0	0
Gene7458	38	11	13	19	9	3	1	1	2	1
Gene7459	16	10	6	6	4	1	2	26	34	5
Gene7460	108	143	51	88	34	300	132	306	377	270
Gene7461	172	155	131	106	29	222	221	241	411	141
Gene7462	3	3	11	1	0	13	4	6	2	5
Gene7463	3	3	0	11	0	4	5	4	1	2
Gene7464	13	12	12	8	5	67	20	10	45	36
Gene7465	367	296	315	433	24	653	551	716	1198	405
Gene7466	6	4	10	12	0	14	22	18	89	2
Gene7467	7	2	32	13	0	17	15	37	6	0
Gene7468	76	33	125	37	11	114	215	184	193	265
Gene7469	1	0	0	0	1	0	3	0	0	0
Gene7470	7	35	9	17	0	1	10	29	11	8
Gene7471	101	57	47	77	21	203	64	213	310	302
Gene7472	136	141	89	84	14	131	134	378	302	411
Gene7473	5	10	3	5	0	13	17	7	26	37
Gene7474	18	1	5	2	0	1	4	8	1	0
Gene7475	360	227	563	304	53	171	115	131	124	132
Gene7476	0	3	0	2	0	1	2	4	1	0
Gene7477	38	6	10	3	3	6	1	4	0	1
Gene7478	4	23	17	7	4	3	2	46	29	2
Gene7479	10	5	9	6	9	15	5	19	12	16
Gene7480	6	27	2	10	10	10	4	10	14	5
Gene7481	16	15	14	12	0	10	2	12	4	4
Gene7482	8	43	29	3	1	10	19	48	28	4
Gene7483	57	48	125	47	22	40	37	80	53	51
Gene7484	2	0	7	1	0	3	2	3	0	5
Gene7485	39	25	55	37	10	85	166	82	105	28
Gene7486	12	5	13	6	2	4	0	9	1	0
Gene7487	88	28	35	33	10	29	28	59	56	31
Gene7488	9	29	61	27	0	28	18	18	14	23
Gene7489	2	2	5	1	0	1	1	3	4	1
Gene7490	9	10	11	13	0	4	17	5	14	13
Gene7491	2	6	0	0	0	1	0	1	0	1
Gene7492	119	29	52	25	2	84	5	49	24	37
Gene7493	48	16	71	35	11	10	7	15	7	8
Gene7494	1	0	0	0	0	0	0	8	0	0
Gene7495	1	2	0	2	0	0	6	0	0	0
Gene7496	4	10	8	2	3	7	8	4	1	2
Gene7497	39	21	63	35	8	213	162	611	278	259
Gene7498	60	52	98	54	18	26	22	20	37	15
Gene7499	7	0	2	5	0	0	0	0	1	2
Gene7500	2	0	15	3	3	25	5	5	5	2
Gene7501	41	48	67	68	5	63	31	42	73	51
Gene7502	861	1198	599	400	78	245	150	377	155	208
Gene7503	12	2	3	5	2	117	3	105	67	18
Gene7504	111	34	38	20	14	90	41	95	64	110
Gene7505	1	2	0	3	0	0	0	0	0	0
Gene7506	134	66	101	64	14	55	65	84	68	38
Gene7507	6	4	5	0	0	7	0	0	4	0
Gene7508	2	4	5	0	0	1	1	2	0	4
Gene7509	601	675	395	278	93	395	71	329	148	164
Gene7510	17	0	3	0	0	1	0	1	2	4
Gene7511	17	9	38	13	3	5	9	6	0	2
Gene7512	110	266	79	44	4	15	15	19	21	26
Gene7513	0	0	3	0	0	0	11	0	10	2
Gene7514	32	55	44	29	1	33	32	20	11	6
Gene7515	7	14	19	3	3	1	7	2	8	5
Gene7516	0	0	6	0	0	0	0	1	0	0
Gene7517	292	252	234	78	40	45	58	93	28	19
Gene7518	40	28	16	13	3	15	11	26	10	9
Gene7519	26	25	59	60	11	19	45	107	39	35
Gene7520	264	305	305	168	46	1585	1390	722	353	814
Gene7521	50	98	21	29	13	28	92	130	166	152
Gene7522	30	6	15	15	0	2	1	3	5	4
Gene7523	35	16	31	21	0	106	34	24	20	16
Gene7524	4	3	1	3	0	0	1	8	2	0
Gene7525	45	22	38	29	3	18	70	136	13	27
Gene7526	26	38	101	17	22	60	39	40	46	47
Gene7527	2	0	0	1	0	1	5	0	4	0
Gene7528	11	8	9	18	12	8	3	2	16	6
Gene7529	65	88	59	47	5	129	88	60	294	364
Gene7530	2	5	1	9	0	5	0	13	2	1
Gene7531	20	15	25	22	15	56	172	130	144	100
Gene7532	109	85	107	196	23	85	47	91	42	61
Gene7533	14	1	2	5	0	12	2	18	4	3
Gene7534	236	144	317	58	22	28	16	17	39	23
Gene7535	366	179	414	209	75	242	151	245	204	252
Gene7536	148	77	50	28	6	19	18	16	4	7
Gene7537	34	27	10	19	7	126	68	45	61	50
Gene7538	39	7	8	11	0	1	2	0	0	1
Gene7539	4	0	0	10	2	0	6	8	1	0
Gene7540	24	7	21	10	3	9	1	8	5	3
Gene7541	373	156	302	144	49	99	108	71	109	116
Gene7542	97	38	95	82	22	54	30	79	50	50
Gene7543	3	3	0	5	0	0	0	5	0	0
Gene7544	1	13	2	13	3	32	10	37	36	1
Gene7545	11	0	4	2	1	2	5	2	8	1
Gene7546	2	26	4	6	0	3	7	0	4	3
Gene7547	7	13	8	5	6	51	45	12	61	33
Gene7548	2	11	0	1	6	2	1	13	3	6
Gene7549	2	0	4	2	0	17	6	16	34	11
Gene7550	5	15	19	0	0	12	6	6	2	27
Gene7551	17	17	3	4	4	13	1	20	15	14
Gene7552	23	20	44	31	4	59	14	12	10	3
Gene7553	60	99	85	107	22	26	9	17	20	28
Gene7554	48	15	51	17	4	10	15	4	3	15
Gene7555	13	3	1	10	0	10	10	26	18	10
Gene7556	46	19	18	26	0	30	13	20	25	10
Gene7557	0	0	0	0	0	3	1	0	18	0
Gene7558	28	14	18	14	5	6	5	1	2	6
Gene7559	8	26	13	3	0	12	9	4	17	8
Gene7560	294	141	195	97	45	24	102	55	120	22
Gene7561	12	25	22	3	2	10	16	23	37	5
Gene7562	81	22	40	8	0	3	2	5	3	1
Gene7563	401	285	521	231	79	153	91	100	162	85
Gene7564	56	98	176	46	5	32	72	134	71	38
Gene7565	177	115	69	164	39	316	156	291	308	187
Gene7566	6	0	11	0	0	2	0	2	1	0
Gene7567	15	0	26	15	0	14	3	14	17	6
Gene7568	123	35	75	88	11	77	94	290	176	99
Gene7569	5	45	2	19	2	14	12	2	15	0
Gene7570	5	9	22	15	3	77	15	28	52	8
Gene7571	148	21	50	90	8	23	25	31	8	9
Gene7572	251	203	295	165	50	468	179	446	422	183
Gene7573	5	8	15	1	4	4	4	6	2	1
Gene7574	57	40	40	41	6	164	74	189	183	95
Gene7575	3	0	5	0	0	2	0	17	0	5
Gene7576	0	1	10	3	1	2	3	119	18	16
Gene7577	6	5	28	26	2	32	33	19	44	17
Gene7578	69	57	45	9	9	5	7	10	13	16
Gene7579	22	43	14	6	4	21	4	36	17	24
Gene7580	8	4	1	1	0	16	4	9	17	1
Gene7581	14	5	7	10	0	13	4	14	7	12
Gene7582	0	0	7	3	0	1	2	6	2	1
Gene7583	44	15	35	23	6	5	20	15	29	14
Gene7584	170	98	239	93	49	14	14	31	30	69
Gene7585	6	8	12	5	0	39	8	8	24	1
Gene7586	33	116	52	54	6	149	56	137	68	85
Gene7587	30	62	30	39	2	126	34	101	48	63
Gene7588	21	22	4	1	0	10	1	2	5	3
Gene7589	0	7	1	2	0	2	0	13	42	12
Gene7590	7	10	4	13	0	6	7	7	11	1
Gene7591	318	239	308	302	57	441	182	363	360	320
Gene7592	3	1	0	0	0	1	0	0	2	4
Gene7593	11	5	9	3	4	8	13	5	21	17
Gene7594	11	20	6	28	4	3	2	28	41	2
Gene7595	78	13	84	56	17	43	130	143	106	66
Gene7596	51	19	45	57	10	4	17	36	4	15
Gene7597	7	0	19	3	3	7	13	55	19	20
Gene7598	2	0	8	9	0	3	1	8	1	17
Gene7599	28	50	27	57	5	120	154	326	51	99
Gene7600	56	21	67	34	1	13	6	6	4	7
Gene7601	18	37	23	6	7	144	106	87	100	154
Gene7602	33	90	76	55	9	100	126	85	73	115
Gene7603	7	4	5	8	2	4	0	1	1	2
Gene7604	13	7	13	5	0	5	5	1	4	6
Gene7605	9	0	1	6	0	1	2	2	1	0
Gene7606	104	79	86	115	29	148	535	430	399	272
Gene7607	3	5	9	10	0	54	2	13	9	5
Gene7608	6	1	2	5	0	0	5	5	1	7
Gene7609	44	11	3	34	2	48	31	13	27	12
Gene7610	101	28	74	31	16	71	17	81	40	49
Gene7611	5	5	1	4	0	1	0	0	0	1
Gene7612	3	6	3	9	0	1	0	0	0	1
Gene7613	14	3	17	6	2	4	14	14	29	8
Gene7614	33	5	30	41	0	3	5	6	10	3
Gene7615	30	12	15	18	7	25	33	15	34	16
Gene7616	872	215	306	371	104	642	388	681	675	539
Gene7617	6	16	2	1	0	12	4	11	10	40
Gene7618	1	9	5	7	0	24	6	32	27	122
Gene7619	37	23	22	10	3	84	29	159	73	87
Gene7620	28	68	93	99	22	28	93	31	61	36
Gene7621	34	3	2	5	0	38	8	17	5	13
Gene7622	19	6	25	1	1	30	23	20	16	5
Gene7623	7	7	9	3	1	14	72	24	3	4
Gene7624	5	11	7	15	0	10	1	19	7	22
Gene7625	49	36	18	13	0	9	28	11	10	10
Gene7626	25	7	8	19	1	12	22	16	42	2
Gene7627	455	304	484	421	72	124	116	54	102	65
Gene7628	3	14	11	5	6	1	25	6	15	9
Gene7629	26	6	5	12	2	3	2	6	1	12
Gene7630	3	8	15	2	2	2	4	9	16	5
Gene7631	6	14	0	13	0	2	2	6	0	1
Gene7632	74	162	27	71	8	52	13	66	30	79
Gene7633	8	15	33	12	5	3	10	3	7	11
Gene7634	70	18	10	40	5	113	188	130	628	468
Gene7635	127	129	131	106	15	86	55	77	114	33
Gene7636	15	8	2	1	2	9	3	5	21	8
Gene7637	0	1	0	1	0	0	1	1	3	0
Gene7638	5	6	3	16	2	0	3	2	12	0
Gene7639	15	38	62	11	7	80	57	20	36	37
Gene7640	5	13	1	0	0	1	0	0	0	0
Gene7641	6	1	0	0	0	0	0	0	1	0
Gene7642	33	29	30	16	13	34	22	25	44	13
Gene7643	50	67	61	69	1	26	32	69	89	63
Gene7644	2	5	5	5	0	1	2	10	2	0
Gene7645	11	20	14	7	18	8	12	1	4	10
Gene7646	33	28	11	25	5	6	6	5	5	9
Gene7647	0	0	0	3	4	0	3	1	5	1
Gene7648	81	31	61	11	6	34	9	57	30	6
Gene7649	65	43	63	58	16	46	25	34	63	52
Gene7650	11	24	5	1	0	5	9	10	5	3
Gene7651	6	8	4	15	17	8	0	1	28	18
Gene7652	11	27	15	34	9	7	7	6	8	9
Gene7653	7	1	0	0	0	0	1	0	1	1
Gene7654	8	1	3	4	0	0	1	5	0	0
Gene7655	5	46	15	17	6	44	24	10	3	57
Gene7656	3	8	4	13	3	41	5	113	47	37
Gene7657	18	18	6	5	4	8	3	5	13	13
Gene7658	16	5	13	16	1	17	29	32	49	41
Gene7659	4	27	17	1	0	0	5	9	14	6
Gene7660	154	221	343	333	40	272	247	399	340	166
Gene7661	2	12	0	0	0	13	2	5	6	7
Gene7662	0	1	3	6	0	7	5	3	4	3
Gene7663	2	5	0	3	0	7	0	1	0	0
Gene7664	0	0	14	13	6	6	0	3	9	0
Gene7665	32	9	20	15	4	25	161	64	89	16
Gene7666	2	0	1	1	2	1	4	6	0	2
Gene7667	0	26	10	0	1	4	3	2	24	3
Gene7668	0	0	2	14	1	4	1	0	0	0
Gene7669	13	7	5	6	0	13	2	6	16	0
Gene7670	95	139	116	89	25	108	242	187	213	83
Gene7671	2	2	0	6	7	10	0	0	20	4
Gene7672	35	29	24	25	2	21	40	63	27	32
Gene7673	13	1	6	3	4	42	12	21	26	16
Gene7674	12	14	4	4	3	4	19	12	17	6
Gene7675	11	5	27	9	0	34	5	85	79	116
Gene7676	362	200	613	95	65	104	130	112	171	72
Gene7677	3	0	0	5	0	17	0	4	3	0
Gene7678	4	6	3	6	0	17	27	29	2	8
Gene7679	2	3	0	3	0	3	3	15	2	1
Gene7680	8	7	15	6	5	14	11	1	6	4
Gene7681	1	6	0	4	0	7	0	0	4	5
Gene7682	5	4	2	1	0	7	0	5	0	0
Gene7683	195	89	159	119	38	323	395	734	211	454
Gene7684	6	2	6	0	0	2	0	9	2	1
Gene7685	93	81	94	118	12	139	53	151	77	89
Gene7686	13	12	8	6	2	43	18	20	7	25
Gene7687	4	2	2	5	0	3	3	3	1	1
Gene7688	10	4	11	10	0	0	6	4	0	4
Gene7689	14	1	17	31	1	26	11	23	32	0
Gene7690	14	11	27	4	4	33	18	17	12	8
Gene7691	8	1	12	2	0	5	19	22	9	8
Gene7692	112	54	78	37	18	88	117	192	142	67
Gene7693	9	6	6	4	1	19	22	51	2	6
Gene7694	100	58	75	60	6	99	67	78	35	37
Gene7695	5	17	5	4	0	1	7	6	16	4
Gene7696	43	8	4	8	8	0	3	7	3	1
Gene7697	1	0	3	1	0	0	0	0	0	0
Gene7698	2	9	16	6	0	2	7	6	1	2
Gene7699	17	27	3	15	0	17	68	39	91	41
Gene7700	26	18	10	16	4	66	217	121	33	44
Gene7701	13	11	1	7	8	0	3	13	2	1
Gene7702	16	17	18	0	0	5	1	6	4	4
Gene7703	9	1	9	4	0	24	31	17	41	5
Gene7704	47	15	51	59	23	101	143	155	131	84
Gene7705	0	1	1	4	0	2	9	2	5	0
Gene7706	22	3	12	2	0	30	102	13	25	7
Gene7707	15	2	11	21	0	6	6	13	5	3
Gene7708	51	15	27	26	9	4	4	1	1	5
Gene7709	6	5	1	1	0	13	3	10	59	44
Gene7710	101	26	44	30	20	18	34	32	52	36
Gene7711	17	33	22	4	2	6	3	11	8	9
Gene7712	11	14	5	7	0	1	2	0	2	0
Gene7713	2	3	0	0	0	0	3	14	0	3
Gene7714	4	5	4	2	1	0	4	0	6	4
Gene7715	29	19	30	71	0	20	22	30	23	29
Gene7716	1	5	2	8	0	8	3	1	0	2
Gene7717	212	278	81	257	26	537	214	330	736	295
Gene7718	12	7	1	2	4	34	19	5	6	0
Gene7719	24	24	33	20	1	1	2	3	1	7
Gene7720	12	3	9	3	0	7	9	22	0	2
Gene7721	31	7	2	3	7	12	21	93	61	37
Gene7722	111	99	36	36	6	26	11	76	65	18
Gene7723	29	2	8	7	0	5	18	21	14	6
Gene7724	32	118	115	40	13	1	5	5	6	4
Gene7725	6	6	6	1	0	29	0	2	13	5
Gene7726	96	97	90	57	12	39	9	23	26	16
Gene7727	18	4	21	20	3	176	65	29	177	27
Gene7728	0	1	0	0	0	0	1	2	13	0
Gene7729	1	2	0	1	0	1	0	4	1	0
Gene7730	11	10	19	15	0	11	4	15	16	9
Gene7731	8	20	32	17	14	10	7	22	23	1
Gene7732	4	14	0	2	0	4	2	2	4	1
Gene7733	49	29	17	38	16	245	152	215	166	417
Gene7734	10	0	1	1	0	0	0	1	0	0
Gene7735	1	4	0	0	0	8	9	1	3	3
Gene7736	6	5	21	5	4	2	5	4	4	12
Gene7737	10	3	5	7	5	1	2	15	15	6
Gene7738	33	92	39	24	6	17	27	67	23	12
Gene7739	348	217	312	162	45	80	44	163	138	80
Gene7740	16	29	6	5	4	1	0	8	6	0
Gene7741	170	97	65	65	11	54	33	47	90	32
Gene7742	2	5	1	1	0	23	7	6	0	17
Gene7743	1	1	35	19	8	40	19	15	47	17
Gene7744	65	34	47	15	9	82	59	135	90	37
Gene7745	25	12	21	47	6	4	4	15	14	11
Gene7746	2	11	21	17	0	3	6	0	6	2
Gene7747	12	6	3	30	0	0	0	5	5	3
Gene7748	0	4	1	2	0	0	1	3	0	0
Gene7749	27	16	31	24	0	17	19	32	33	44
Gene7750	90	110	156	55	35	84	72	82	128	124
Gene7751	1	0	6	14	0	2	0	8	2	0
Gene7752	48	87	70	67	24	147	116	121	167	114
Gene7753	19	10	12	10	3	12	8	10	43	19
Gene7754	66	84	21	65	6	36	43	56	76	35
Gene7755	45	88	75	60	11	96	57	48	86	22
Gene7756	73	62	21	19	6	22	33	27	36	9
Gene7757	12	19	34	41	9	20	93	78	116	48
Gene7758	166	37	72	34	22	259	146	218	97	199
Gene7759	20	6	6	6	0	2	4	13	10	2
Gene7760	43	55	24	28	17	42	47	76	48	36
Gene7761	15	22	35	39	5	24	33	89	27	87
Gene7762	95	47	73	33	14	9	12	36	12	8
Gene7763	85	81	105	103	10	4	26	60	23	17
Gene7764	76	71	138	34	3	98	66	157	71	90
Gene7765	59	51	44	40	9	5	11	2	2	8
Gene7766	221	178	126	183	27	1323	1717	2670	1392	1053
Gene7767	192	143	89	65	35	65	65	157	113	130
Gene7768	43	7	56	49	5	159	131	120	75	144
Gene7769	5	12	15	16	11	2	15	20	18	1
Gene7770	150	18	25	29	13	43	63	91	97	127
Gene7771	11	10	9	8	0	27	13	19	23	17
Gene7772	21	4	9	10	5	3	3	0	0	1
Gene7773	119	138	126	89	22	34	3	32	47	32
Gene7774	24	6	23	9	0	24	8	33	16	20
Gene7775	42	39	36	32	7	8	2	5	6	2
Gene7776	305	445	246	255	49	121	84	108	151	117
Gene7777	88	60	40	39	5	73	207	163	94	57
Gene7778	45	66	76	31	9	16	19	19	21	9
Gene7779	111	136	78	93	33	720	631	649	2219	1064
Gene7780	13	11	3	0	0	0	0	3	0	0
Gene7781	8	11	4	0	0	3	12	8	7	12
Gene7782	1	8	4	1	5	85	57	54	196	8
Gene7783	0	0	1	7	1	2	8	0	0	0
Gene7784	76	47	33	37	6	64	56	78	94	21
Gene7785	68	57	29	10	5	116	95	168	99	62
Gene7786	3	0	9	2	2	1	11	16	3	1
Gene7787	9	18	14	11	0	6	13	29	14	3
Gene7788	0	7	4	16	3	2	0	6	5	7
Gene7789	15	3	9	3	0	13	20	17	10	21
Gene7790	13	13	26	20	1	4	24	81	33	18
Gene7791	94	38	69	56	13	17	16	29	29	14
Gene7792	2	2	6	0	0	0	4	0	4	1
Gene7793	69	55	35	38	9	8	3	7	5	6
Gene7794	0	0	0	0	0	1	0	0	34	0
Gene7795	4	10	8	11	0	1	0	3	1	0
Gene7796	9	0	1	9	5	6	30	5	30	1
Gene7797	32	12	47	24	9	23	8	9	44	15
Gene7798	117	82	47	88	17	13	7	30	14	4
Gene7799	3	39	11	9	1	2	0	0	1	2
Gene7800	17	9	3	3	0	10	0	9	5	21
Gene7801	192	167	193	163	21	124	52	287	120	92
Gene7802	11	8	11	33	5	1	2	2	3	0
Gene7803	73	125	76	97	13	70	40	55	45	36
Gene7804	32	1	5	3	0	29	7	42	2	32
Gene7805	76	23	27	24	4	107	176	325	361	101
Gene7806	53	34	17	19	1	5	1	13	2	10
Gene7807	106	127	94	186	33	62	152	60	121	37
Gene7808	87	85	58	76	18	114	49	171	133	73
Gene7809	11	8	9	0	0	4	5	15	9	3
Gene7810	0	0	5	0	0	0	6	0	3	0
Gene7811	20	9	10	3	0	6	22	51	13	6
Gene7812	19	65	56	22	6	67	84	208	105	63
Gene7813	35	69	48	56	11	17	19	29	32	14
Gene7814	434	340	499	340	56	1039	1475	1296	1303	302
Gene7815	1	2	8	1	0	18	2	1	10	0
Gene7816	0	3	2	6	0	0	0	0	1	2
Gene7817	5	6	23	7	0	10	6	0	3	5
Gene7818	309	310	400	219	82	24	23	36	43	24
Gene7819	22	18	3	13	11	10	23	7	16	11
Gene7820	23	4	4	6	2	6	11	9	3	6
Gene7821	18	14	13	15	2	31	55	393	130	138
Gene7822	12	9	14	16	2	4	12	76	14	27
Gene7823	20	15	31	29	0	48	28	50	70	59
Gene7824	4	1	1	8	0	2	4	0	2	0
Gene7825	8	25	7	2	0	2	8	7	16	10
Gene7826	0	4	7	1	2	2	1	0	0	1
Gene7827	22	30	28	37	5	78	31	43	27	29
Gene7828	103	88	95	63	32	64	28	119	90	64
Gene7829	9	2	0	3	0	3	1	3	1	3
Gene7830	0	1	10	0	0	0	1	3	2	1
Gene7831	0	0	7	0	0	0	1	0	0	0
Gene7832	0	0	2	0	0	0	0	0	0	0
Gene7833	168	133	146	184	27	41	57	57	59	33
Gene7834	9	1	2	6	0	6	13	1	4	1
Gene7835	17	4	5	6	0	10	4	1	4	1
Gene7836	42	29	19	15	0	15	8	16	5	11
Gene7837	58	34	49	26	5	23	13	26	17	20
Gene7838	135	101	88	75	29	282	153	250	375	149
Gene7839	12	80	16	30	3	8	14	11	9	16
Gene7840	25	22	28	17	4	73	185	128	323	138
Gene7841	3	39	2	2	2	0	0	3	1	1
Gene7842	6	1	1	24	0	5	5	3	2	2
Gene7843	39	51	70	28	3	40	16	49	53	26
Gene7844	21	33	8	11	4	172	62	43	59	56
Gene7845	0	0	2	7	0	14	1	0	12	0
Gene7846	36	18	10	26	5	22	7	72	7	15
Gene7847	11	10	17	8	4	2	3	7	2	0
Gene7848	169	120	63	90	34	397	614	1272	550	297
Gene7849	171	122	152	94	38	123	181	219	196	115
Gene7850	94	141	54	148	18	65	43	51	40	21
Gene7851	11	2	6	0	0	2	0	8	7	0
Gene7852	175	116	157	160	44	82	64	118	51	29
Gene7853	6	7	10	1	7	1	0	0	0	0
Gene7854	112	101	134	37	4	102	44	45	98	108
Gene7855	13	28	18	14	3	4	7	13	13	19
Gene7856	5	2	7	9	0	1	4	0	8	3
Gene7857	0	3	6	0	2	25	10	0	0	1
Gene7858	14	12	16	19	4	30	23	13	14	8
Gene7859	29	7	1	12	9	21	15	12	15	13
Gene7860	6	3	7	2	0	31	6	48	39	1
Gene7861	142	77	69	76	40	58	58	94	62	75
Gene7862	17	0	3	2	0	1	29	5	4	3
Gene7863	5	3	1	1	0	0	67	18	7	1
Gene7864	43	17	47	18	2	15	21	59	23	26
Gene7865	3	12	0	3	0	3	5	3	3	16
Gene7866	8	25	12	14	5	3	3	11	9	6
Gene7867	2	13	13	6	0	7	2	0	12	9
Gene7868	0	2	0	0	0	0	0	2	0	0
Gene7869	35	21	28	65	1	27	30	72	26	38
Gene7870	6	2	1	1	0	2	3	4	0	5
Gene7871	35	37	25	11	6	10	10	12	3	7
Gene7872	0	0	0	0	0	1	0	4	0	0
Gene7873	27	28	15	8	7	3	55	32	20	35
Gene7874	49	150	18	65	14	133	76	81	110	99
Gene7875	29	23	15	15	2	10	3	15	8	12
Gene7876	14	6	3	8	0	6	0	7	2	4
Gene7877	93	34	52	35	35	80	57	44	40	51
Gene7878	44	61	93	41	9	116	54	121	78	56
Gene7879	76	53	38	24	14	7	14	10	14	10
Gene7880	120	73	74	40	18	225	95	269	170	150
Gene7881	20	24	21	16	7	37	23	86	50	48
Gene7882	0	0	0	0	7	0	4	1	0	3
Gene7883	13	29	27	4	3	3	15	11	4	3
Gene7884	127	240	128	90	36	620	436	681	902	760
Gene7885	180	251	248	226	33	312	361	308	482	429
Gene7886	0	0	0	3	0	8	5	2	0	0
Gene7887	448	502	549	864	130	253	198	276	128	146
Gene7888	15	6	6	9	4	5	21	34	20	35
Gene7889	128	56	46	21	16	231	86	90	314	197
Gene7890	5	7	0	0	6	13	1	0	34	3
Gene7891	0	10	5	0	0	1	10	6	0	4
Gene7892	10	6	3	1	6	14	2	1	6	1
Gene7893	55	20	33	16	3	15	0	15	2	2
Gene7894	6	14	12	14	2	56	17	41	34	12
Gene7895	8	4	16	3	3	0	2	5	0	4
Gene7896	46	18	12	48	3	28	33	42	28	85
Gene7897	0	4	0	0	0	0	0	0	1	0
Gene7898	2	0	3	0	6	1	0	0	5	2
Gene7899	5	0	0	2	0	3	0	1	0	0
Gene7900	38	133	31	35	13	59	105	155	204	170
Gene7901	6	13	3	9	5	18	16	8	41	19
Gene7902	91	59	47	113	9	33	30	22	27	13
